id,marital_status_ids:id,disability,region,date_from,maximum_marginal_rate,portion_to_be_abated,addi_port_to_be_abated_per_dep,addi_port_for_disabled_armed_forces,effe_mon_with_rate_at_the_lim_of_the_brac,table,dependent,disabilit_armed_forces,pensioner,base_salary,zero_dependents,one_dependent,two_dependents,three_dependents,four_dependents,five_or_more_dependents
income_tax_6627_X_a_01102025_no_nm_mth_disab_f_pen,"not_married_pt,married_two_holders_pt",TRUE,a,2025-10-01,0.3122,778.52,,18.19,0.195,X,no,TRUE,TRUE,6627,,,,,,
income_tax_18529_X_a_01102025_no_nm_mth_disab_f_pen,"not_married_pt,married_two_holders_pt",TRUE,a,2025-10-01,0.3485,1019.09,,18.19,0.294,X,no,TRUE,TRUE,18529,,,,,,
income_tax_999999999_X_a_01102025_no_nm_mth_disab_f_pen,"not_married_pt,married_two_holders_pt",TRUE,a,2025-10-01,0.3657,1337.79,,18.19,,X,no,TRUE,TRUE,999999999,,,,,,
income_tax_2821_XI_a_01102025_no_moh_disab_f_pen,married_one_holder_pt,TRUE,a,2025-10-01,0,0,,0,0,XI,no,TRUE,TRUE,2821,,,,,,
income_tax_3293_XI_a_01102025_no_moh_disab_f_pen,married_one_holder_pt,TRUE,a,2025-10-01,0.166124,478.44,,36.38,0.021,XI,no,TRUE,TRUE,3293,,,,,,
income_tax_3994_XI_a_01102025_no_moh_disab_f_pen,married_one_holder_pt,TRUE,a,2025-10-01,0.21119,626.85,,36.38,0.054,XI,no,TRUE,TRUE,3994,,,,,,
income_tax_6266_XI_a_01102025_no_moh_disab_f_pen,married_one_holder_pt,TRUE,a,2025-10-01,0.2546,800.3,,36.38,0.127,XI,no,TRUE,TRUE,6266,,,,,,
income_tax_18169_XI_a_01102025_no_moh_disab_f_pen,married_one_holder_pt,TRUE,a,2025-10-01,0.3288,1265.14,,36.38,0.259,XI,no,TRUE,TRUE,18169,,,,,,
income_tax_999999999_XI_a_01102025_no_moh_disab_f_pen,married_one_holder_pt,TRUE,a,2025-10-01,0.371,2031.88,,36.38,,XI,no,TRUE,TRUE,999999999,,,,,,
income_tax_915_I_m_01102025_with_mth,married_two_holders_pt,FALSE,m,2025-10-01,0,0,0,,0,I,with_one_or_more,FALSE,FALSE,915,,,,,,
income_tax_993_I_m_01102025_with_mth,married_two_holders_pt,FALSE,m,2025-10-01,0.0893,0.0893 * 2.6 * (1267.04 - R),21.43,,0.025,I,with_one_or_more,FALSE,FALSE,993,,,,,,
income_tax_1062_I_m_01102025_with_mth,married_two_holders_pt,FALSE,m,2025-10-01,0.1225,0.112 * 1.35 * (1601.56 - R),21.43,,0.043,I,with_one_or_more,FALSE,FALSE,1062,,,,,,
income_tax_1177_I_m_01102025_with_mth,married_two_holders_pt,FALSE,m,2025-10-01,0.1225,84.86,21.43,,0.05,I,with_one_or_more,FALSE,FALSE,1177,,,,,,
income_tax_1591_I_m_01102025_with_mth,married_two_holders_pt,FALSE,m,2025-10-01,0.1784,150.66,21.43,,0.084,I,with_one_or_more,FALSE,FALSE,1591,,,,,,
income_tax_2286_I_m_01102025_with_mth,married_two_holders_pt,FALSE,m,2025-10-01,0.2251,224.96,21.43,,0.127,I,with_one_or_more,FALSE,FALSE,2286,,,,,,
income_tax_3140_I_m_01102025_with_mth,married_two_holders_pt,FALSE,m,2025-10-01,0.2263,227.71,21.43,,0.154,I,with_one_or_more,FALSE,FALSE,3140,,,,,,
income_tax_3543_I_m_01102025_with_mth,married_two_holders_pt,FALSE,m,2025-10-01,0.2748,380,21.43,,0.168,I,with_one_or_more,FALSE,FALSE,3543,,,,,,
income_tax_6456_I_m_01102025_with_mth,married_two_holders_pt,FALSE,m,2025-10-01,0.359,678.33,21.43,,0.254,I,with_one_or_more,FALSE,FALSE,6456,,,,,,
income_tax_6818_I_m_01102025_with_mth,married_two_holders_pt,FALSE,m,2025-10-01,0.4048,974.02,21.43,,0.262,I,with_one_or_more,FALSE,FALSE,6818,,,,,,
income_tax_20991_I_m_01102025_with_mth,married_two_holders_pt,FALSE,m,2025-10-01,0.422,1091.29,21.43,,0.37,I,with_one_or_more,FALSE,FALSE,20991,,,,,,
income_tax_999999999_I_m_01102025_with_mth,married_two_holders_pt,FALSE,m,2025-10-01,0.4574,1834.38,21.43,,,I,with_one_or_more,FALSE,FALSE,999999999,,,,,,
income_tax_915_I_m_01102025_no_nm_mth,"not_married_pt,married_two_holders_pt",FALSE,m,2025-10-01,0,0,,,0,I,no,FALSE,FALSE,915,,,,,,
income_tax_993_I_m_01102025_no_nm_mth,"not_married_pt,married_two_holders_pt",FALSE,m,2025-10-01,0.0893,0.0875 * 2.6 * (1266.96 - R),,,0.025,I,no,FALSE,FALSE,993,,,,,,
income_tax_1062_I_m_01102025_no_nm_mth,"not_married_pt,married_two_holders_pt",FALSE,m,2025-10-01,0.1225,0.1225 * 1.35 * (1575.11 - R),,,0.043,I,no,FALSE,FALSE,1062,,,,,,
income_tax_1177_I_m_01102025_no_nm_mth,"not_married_pt,married_two_holders_pt",FALSE,m,2025-10-01,0.1225,84.86,,,0.05,I,no,FALSE,FALSE,1177,,,,,,
income_tax_1591_I_m_01102025_no_nm_mth,"not_married_pt,married_two_holders_pt",FALSE,m,2025-10-01,0.1784,150.66,,,0.084,I,no,FALSE,FALSE,1591,,,,,,
income_tax_2286_I_m_01102025_no_nm_mth,"not_married_pt,married_two_holders_pt",FALSE,m,2025-10-01,0.2251,224.96,,,0.127,I,no,FALSE,FALSE,2286,,,,,,
income_tax_3140_I_m_01102025_no_nm_mth,"not_married_pt,married_two_holders_pt",FALSE,m,2025-10-01,0.2263,227.71,,,0.154,I,no,FALSE,FALSE,3140,,,,,,
income_tax_3543_I_m_01102025_no_nm_mth,"not_married_pt,married_two_holders_pt",FALSE,m,2025-10-01,0.2748,380,,,0.168,I,no,FALSE,FALSE,3543,,,,,,
income_tax_6456_I_m_01102025_no_nm_mth,"not_married_pt,married_two_holders_pt",FALSE,m,2025-10-01,0.359,678.33,,,0.254,I,no,FALSE,FALSE,6456,,,,,,
income_tax_6818_I_m_01102025_no_nm_mth,"not_married_pt,married_two_holders_pt",FALSE,m,2025-10-01,0.4048,974.02,,,0.262,I,no,FALSE,FALSE,6818,,,,,,
income_tax_20991_I_m_01102025_no_nm_mth,"not_married_pt,married_two_holders_pt",FALSE,m,2025-10-01,0.422,1091.29,,,0.37,I,no,FALSE,FALSE,20991,,,,,,
income_tax_999999999_I_m_01102025_no_nm_mth,"not_married_pt,married_two_holders_pt",FALSE,m,2025-10-01,0.4574,1834.38,,,,I,no,FALSE,FALSE,999999999,,,,,,
income_tax_915_II_m_01102025_with_nm,not_married_pt,FALSE,m,2025-10-01,0,0,0,,0,II,with_one_or_more,FALSE,FALSE,915,,,,,,
income_tax_993_II_m_01102025_with_nm,not_married_pt,FALSE,m,2025-10-01,0.0893,0.0893 * 2.6 * (1266.96 - R),34.29,,0.025,II,with_one_or_more,FALSE,FALSE,993,,,,,,
income_tax_1062_II_m_01102025_with_nm,not_married_pt,FALSE,m,2025-10-01,0.1225,0.1225 * 1.35 * (1575.11 - R),34.29,,0.043,II,with_one_or_more,FALSE,FALSE,1062,,,,,,
income_tax_1177_II_m_01102025_with_nm,not_married_pt,FALSE,m,2025-10-01,0.1225,84.86,34.29,,0.05,II,with_one_or_more,FALSE,FALSE,1177,,,,,,
income_tax_1591_II_m_01102025_with_nm,not_married_pt,FALSE,m,2025-10-01,0.1784,150.66,34.29,,0.084,II,with_one_or_more,FALSE,FALSE,1591,,,,,,
income_tax_2286_II_m_01102025_with_nm,not_married_pt,FALSE,m,2025-10-01,0.2251,224.96,34.29,,0.127,II,with_one_or_more,FALSE,FALSE,2286,,,,,,
income_tax_3140_II_m_01102025_with_nm,not_married_pt,FALSE,m,2025-10-01,0.2263,227.71,34.29,,0.154,II,with_one_or_more,FALSE,FALSE,3140,,,,,,
income_tax_3543_II_m_01102025_with_nm,not_married_pt,FALSE,m,2025-10-01,0.2748,380,34.29,,0.168,II,with_one_or_more,FALSE,FALSE,3543,,,,,,
income_tax_6456_II_m_01102025_with_nm,not_married_pt,FALSE,m,2025-10-01,0.359,678.33,34.29,,0.254,II,with_one_or_more,FALSE,FALSE,6456,,,,,,
income_tax_6818_II_m_01102025_with_nm,not_married_pt,FALSE,m,2025-10-01,0.4048,974.02,34.29,,0.262,II,with_one_or_more,FALSE,FALSE,6818,,,,,,
income_tax_20991_II_m_01102025_with_nm,not_married_pt,FALSE,m,2025-10-01,0.422,1091.29,34.29,,0.37,II,with_one_or_more,FALSE,FALSE,20991,,,,,,
income_tax_999999999_II_m_01102025_with_nm,not_married_pt,FALSE,m,2025-10-01,0.4574,1834.38,34.29,,,II,with_one_or_more,FALSE,FALSE,999999999,,,,,,
income_tax_977_III_m_01102025_with_moh,married_one_holder_pt,FALSE,m,2025-10-01,0,0,0,,0,III,with_one_or_more,FALSE,FALSE,977,,,,,,
income_tax_1062_III_m_01102025_with_moh,married_one_holder_pt,FALSE,m,2025-10-01,0.0893,0.0893 * 1.35 * (1758.77 - R),42.86,,0.01,III,with_one_or_more,FALSE,FALSE,1062,,,,,,
income_tax_1119_III_m_01102025_with_moh,married_one_holder_pt,FALSE,m,2025-10-01,0.0893,84,42.86,,0.014,III,with_one_or_more,FALSE,FALSE,1119,,,,,,
income_tax_1821_III_m_01102025_with_moh,married_one_holder_pt,FALSE,m,2025-10-01,0.1054,102.02,42.86,,0.049,III,with_one_or_more,FALSE,FALSE,1821,,,,,,
income_tax_2436_III_m_01102025_with_moh,married_one_holder_pt,FALSE,m,2025-10-01,0.111,112.22,42.86,,0.065,III,with_one_or_more,FALSE,FALSE,2436,,,,,,
income_tax_3266_III_m_01102025_with_moh,married_one_holder_pt,FALSE,m,2025-10-01,0.1236,142.92,42.86,,0.08,III,with_one_or_more,FALSE,FALSE,3266,,,,,,
income_tax_3819_III_m_01102025_with_moh,married_one_holder_pt,FALSE,m,2025-10-01,0.1404,197.79,42.86,,0.089,III,with_one_or_more,FALSE,FALSE,3819,,,,,,
income_tax_6542_III_m_01102025_with_moh,married_one_holder_pt,FALSE,m,2025-10-01,0.1996,423.88,42.86,,0.135,III,with_one_or_more,FALSE,FALSE,6542,,,,,,
income_tax_6743_III_m_01102025_with_moh,married_one_holder_pt,FALSE,m,2025-10-01,0.3509,1413.69,42.86,,0.141,III,with_one_or_more,FALSE,FALSE,6743,,,,,,
income_tax_20991_III_m_01102025_with_moh,married_one_holder_pt,FALSE,m,2025-10-01,0.3789,1602.5,42.86,,0.303,III,with_one_or_more,FALSE,FALSE,20991,,,,,,
income_tax_999999999_III_m_01102025_with_moh,married_one_holder_pt,FALSE,m,2025-10-01,0.4574,3250.3,42.86,,,III,with_one_or_more,FALSE,FALSE,999999999,,,,,,
income_tax_977_III_m_01102025_no_moh,married_one_holder_pt,FALSE,m,2025-10-01,0,0,,,0,III,no,FALSE,FALSE,977,,,,,,
income_tax_1062_III_m_01102025_no_moh,married_one_holder_pt,FALSE,m,2025-10-01,0.0893,0.0893 * 1.35 * (1758.77 - R),,,0.01,III,no,FALSE,FALSE,1062,,,,,,
income_tax_1119_III_m_01102025_no_moh,married_one_holder_pt,FALSE,m,2025-10-01,0.0893,84,,,0.014,III,no,FALSE,FALSE,1119,,,,,,
income_tax_1821_III_m_01102025_no_moh,married_one_holder_pt,FALSE,m,2025-10-01,0.1054,102.02,,,0.049,III,no,FALSE,FALSE,1821,,,,,,
income_tax_2436_III_m_01102025_no_moh,married_one_holder_pt,FALSE,m,2025-10-01,0.111,112.22,,,0.065,III,no,FALSE,FALSE,2436,,,,,,
income_tax_3266_III_m_01102025_no_moh,married_one_holder_pt,FALSE,m,2025-10-01,0.1236,142.92,,,0.08,III,no,FALSE,FALSE,3266,,,,,,
income_tax_3819_III_m_01102025_no_moh,married_one_holder_pt,FALSE,m,2025-10-01,0.1404,197.79,,,0.089,III,no,FALSE,FALSE,3819,,,,,,
income_tax_6542_III_m_01102025_no_moh,married_one_holder_pt,FALSE,m,2025-10-01,0.1996,423.88,,,0.135,III,no,FALSE,FALSE,6542,,,,,,
income_tax_6743_III_m_01102025_no_moh,married_one_holder_pt,FALSE,m,2025-10-01,0.3509,1413.69,,,0.141,III,no,FALSE,FALSE,6743,,,,,,
income_tax_20991_III_m_01102025_no_moh,married_one_holder_pt,FALSE,m,2025-10-01,0.3789,1602.5,,,0.303,III,no,FALSE,FALSE,20991,,,,,,
income_tax_999999999_III_m_01102025_no_moh,married_one_holder_pt,FALSE,m,2025-10-01,0.4574,3250.3,,,,III,no,FALSE,FALSE,999999999,,,,,,
income_tax_2013_IV_m_01102025_no_nm_mth,"not_married_pt,married_two_holders_pt",TRUE,m,2025-10-01,0,0,,,0,IV,no,FALSE,FALSE,2013,,,,,,
income_tax_2540_IV_m_01102025_no_nm_mth,"not_married_pt,married_two_holders_pt",TRUE,m,2025-10-01,0.1505,302.96,,,0.031,IV,no,FALSE,FALSE,2540,,,,,,
income_tax_3551_IV_m_01102025_no_nm_mth,"not_married_pt,married_two_holders_pt",TRUE,m,2025-10-01,0.1999,428.44,,,0.079,IV,no,FALSE,FALSE,3551,,,,,,
income_tax_4576_IV_m_01102025_no_nm_mth,"not_married_pt,married_two_holders_pt",TRUE,m,2025-10-01,0.3217,860.96,,,0.134,IV,no,FALSE,FALSE,4576,,,,,,
income_tax_6927_IV_m_01102025_no_nm_mth,"not_married_pt,married_two_holders_pt",TRUE,m,2025-10-01,0.3635,1052.24,,,0.212,IV,no,FALSE,FALSE,6927,,,,,,
income_tax_7027_IV_m_01102025_no_nm_mth,"not_married_pt,married_two_holders_pt",TRUE,m,2025-10-01,0.4048,1338.33,,,0.214,IV,no,FALSE,FALSE,7027,,,,,,
income_tax_21201_IV_m_01102025_no_nm_mth,"not_married_pt,married_two_holders_pt",TRUE,m,2025-10-01,0.4354,1553.36,,,0.362,IV,no,FALSE,FALSE,21201,,,,,,
income_tax_999999999_IV_m_01102025_no_nm_mth,"not_married_pt,married_two_holders_pt",TRUE,m,2025-10-01,0.4574,2019.79,,,,IV,no,FALSE,FALSE,999999999,,,,,,
income_tax_2299_V_m_01102025_with_nm,not_married_pt,TRUE,m,2025-10-01,0,0,0,,0,V,with_one_or_more,FALSE,FALSE,2299,,,,,,
income_tax_2540_V_m_01102025_with_nm,not_married_pt,TRUE,m,2025-10-01,0.1389,319.34,42.86,,0.013,V,with_one_or_more,FALSE,FALSE,2540,,,,,,
income_tax_3551_V_m_01102025_with_nm,not_married_pt,TRUE,m,2025-10-01,0.1999,474.28,42.86,,0.066,V,with_one_or_more,FALSE,FALSE,3551,,,,,,
income_tax_4576_V_m_01102025_with_nm,not_married_pt,TRUE,m,2025-10-01,0.3217,906.8,42.86,,0.124,V,with_one_or_more,FALSE,FALSE,4576,,,,,,
income_tax_6927_V_m_01102025_with_nm,not_married_pt,TRUE,m,2025-10-01,0.3635,1098.08,42.86,,0.205,V,with_one_or_more,FALSE,FALSE,6927,,,,,,
income_tax_7027_V_m_01102025_with_nm,not_married_pt,TRUE,m,2025-10-01,0.4048,1384.17,42.86,,0.208,V,with_one_or_more,FALSE,FALSE,7027,,,,,,
income_tax_21201_V_m_01102025_with_nm,not_married_pt,TRUE,m,2025-10-01,0.4354,1599.2,42.86,,0.36,V,with_one_or_more,FALSE,FALSE,21201,,,,,,
income_tax_999999999_V_m_01102025_with_nm,not_married_pt,TRUE,m,2025-10-01,0.4574,2065.63,42.86,,,V,with_one_or_more,FALSE,FALSE,999999999,,,,,,
income_tax_1979_VI_m_01102025_with_mth,married_two_holders_pt,TRUE,m,2025-10-01,0,0,0,,0,VI,with_one_or_more,FALSE,FALSE,1979,,,,,,
income_tax_2478_VI_m_01102025_with_mth,married_two_holders_pt,TRUE,m,2025-10-01,0.1583,313.28,21.43,,0.032,VI,with_one_or_more,FALSE,FALSE,2478,,,,,,
income_tax_2989_VI_m_01102025_with_mth,married_two_holders_pt,TRUE,m,2025-10-01,0.1768,359.13,21.43,,0.057,VI,with_one_or_more,FALSE,FALSE,2989,,,,,,
income_tax_4188_VI_m_01102025_with_mth,married_two_holders_pt,TRUE,m,2025-10-01,0.1781,363.02,21.43,,0.091,VI,with_one_or_more,FALSE,FALSE,4188,,,,,,
income_tax_5622_VI_m_01102025_with_mth,married_two_holders_pt,TRUE,m,2025-10-01,0.3217,964.42,21.43,,0.15,VI,with_one_or_more,FALSE,FALSE,5622,,,,,,
income_tax_6927_VI_m_01102025_with_mth,married_two_holders_pt,TRUE,m,2025-10-01,0.368,1224.72,21.43,,0.191,VI,with_one_or_more,FALSE,FALSE,6927,,,,,,
income_tax_7402_VI_m_01102025_with_mth,married_two_holders_pt,TRUE,m,2025-10-01,0.4048,1479.64,21.43,,0.205,VI,with_one_or_more,FALSE,FALSE,7402,,,,,,
income_tax_21201_VI_m_01102025_with_mth,married_two_holders_pt,TRUE,m,2025-10-01,0.4354,1706.15,21.43,,0.355,VI,with_one_or_more,FALSE,FALSE,21201,,,,,,
income_tax_999999999_VI_m_01102025_with_mth,married_two_holders_pt,TRUE,m,2025-10-01,0.4574,2172.58,21.43,,,VI,with_one_or_more,FALSE,FALSE,999999999,,,,,,
income_tax_3001_VII_m_01102025_with_moh,married_one_holder_pt,TRUE,m,2025-10-01,0,0,0,,0,VII,with_one_or_more,FALSE,FALSE,3001,,,,,,
income_tax_4576_VII_m_01102025_with_moh,married_one_holder_pt,TRUE,m,2025-10-01,0.1474,442.35,42.86,,0.051,VII,with_one_or_more,FALSE,FALSE,4576,,,,,,
income_tax_6927_VII_m_01102025_with_moh,married_one_holder_pt,TRUE,m,2025-10-01,0.2353,844.59,42.86,,0.113,VII,with_one_or_more,FALSE,FALSE,6927,,,,,,
income_tax_7027_VII_m_01102025_with_moh,married_one_holder_pt,TRUE,m,2025-10-01,0.3799,1846.24,42.86,,0.117,VII,with_one_or_more,FALSE,FALSE,7027,,,,,,
income_tax_21201_VII_m_01102025_with_moh,married_one_holder_pt,TRUE,m,2025-10-01,0.4106,2061.97,42.86,,0.313,VII,with_one_or_more,FALSE,FALSE,21201,,,,,,
income_tax_999999999_VII_m_01102025_with_moh,married_one_holder_pt,TRUE,m,2025-10-01,0.4574,3054.18,42.86,,,VII,with_one_or_more,FALSE,FALSE,999999999,,,,,,
income_tax_3001_VII_m_01102025_no_moh,married_one_holder_pt,TRUE,m,2025-10-01,0,0,,,0,VII,no,FALSE,FALSE,3001,,,,,,
income_tax_4576_VII_m_01102025_no_moh,married_one_holder_pt,TRUE,m,2025-10-01,0.1474,442.35,,,0.051,VII,no,FALSE,FALSE,4576,,,,,,
income_tax_6927_VII_m_01102025_no_moh,married_one_holder_pt,TRUE,m,2025-10-01,0.2353,844.59,,,0.113,VII,no,FALSE,FALSE,6927,,,,,,
income_tax_7027_VII_m_01102025_no_moh,married_one_holder_pt,TRUE,m,2025-10-01,0.3799,1846.24,,,0.117,VII,no,FALSE,FALSE,7027,,,,,,
income_tax_21201_VII_m_01102025_no_moh,married_one_holder_pt,TRUE,m,2025-10-01,0.4106,2061.97,,,0.313,VII,no,FALSE,FALSE,21201,,,,,,
income_tax_999999999_VII_m_01102025_no_moh,married_one_holder_pt,TRUE,m,2025-10-01,0.4574,3054.18,,,,VII,no,FALSE,FALSE,999999999,,,,,,
income_tax_915_VIII_m_01102025_no_nm_mth,"not_married_pt,married_two_holders_pt",FALSE,m,2025-10-01,0,0,,,0,VIII,no,FALSE,TRUE,915,,,,,,
income_tax_993_VIII_m_01102025_no_nm_mth,"not_married_pt,married_two_holders_pt",FALSE,m,2025-10-01,0.0893,0.0893 * 2.6 * (1297.07 - R),,,0.018,VIII,no,FALSE,TRUE,993,,,,,,
income_tax_1062_VIII_m_01102025_no_nm_mth,"not_married_pt,married_two_holders_pt",FALSE,m,2025-10-01,0.1225,0.1225 * 1.35 * (1618.75 – R),,,0.036,VIII,no,FALSE,TRUE,1062,,,,,,
income_tax_1194_VIII_m_01102025_no_nm_mth,"not_married_pt,married_two_holders_pt",FALSE,m,2025-10-01,0.1325,102.7,,,0.046,VIII,no,FALSE,TRUE,1194,,,,,,
income_tax_1807_VIII_m_01102025_no_nm_mth,"not_married_pt,married_two_holders_pt",FALSE,m,2025-10-01,0.2082,193.09,,,0.101,VIII,no,FALSE,TRUE,1807,,,,,,
income_tax_2204_VIII_m_01102025_no_nm_mth,"not_married_pt,married_two_holders_pt",FALSE,m,2025-10-01,0.2351,241.7,,,0.125,VIII,no,FALSE,TRUE,2204,,,,,,
income_tax_2402_VIII_m_01102025_no_nm_mth,"not_married_pt,married_two_holders_pt",FALSE,m,2025-10-01,0.2598,296.14,,,0.137,VIII,no,FALSE,TRUE,2402,,,,,,
income_tax_3296_VIII_m_01102025_no_nm_mth,"not_married_pt,married_two_holders_pt",FALSE,m,2025-10-01,0.3172,434.02,,,0.186,VIII,no,FALSE,TRUE,3296,,,,,,
income_tax_4808_VIII_m_01102025_no_nm_mth,"not_married_pt,married_two_holders_pt",FALSE,m,2025-10-01,0.402,713.53,,,0.254,VIII,no,FALSE,TRUE,4808,,,,,,
income_tax_5645_VIII_m_01102025_no_nm_mth,"not_married_pt,married_two_holders_pt",FALSE,m,2025-10-01,0.435,872.2,,,0.28,VIII,no,FALSE,TRUE,5645,,,,,,
income_tax_18948_VIII_m_01102025_no_nm_mth,"not_married_pt,married_two_holders_pt",FALSE,m,2025-10-01,0.4894,1179.29,,,0.427,VIII,no,FALSE,TRUE,18948,,,,,,
income_tax_999999999_VIII_m_01102025_no_nm_mth,"not_married_pt,married_two_holders_pt",FALSE,m,2025-10-01,0.5151,1666.26,,,,VIII,no,FALSE,TRUE,999999999,,,,,,
income_tax_1008_IX_m_01102025_no_moh,married_one_holder_pt,FALSE,m,2025-10-01,0,0,,,0,IX,no,FALSE,TRUE,1008,,,,,,
income_tax_1062_IX_m_01102025_no_moh,married_one_holder_pt,FALSE,m,2025-10-01,0.0893,0.0893 * 1.834 * (1582.04 - R),,,0.009,IX,no,FALSE,TRUE,1062,,,,,,
income_tax_1194_IX_m_01102025_no_moh,married_one_holder_pt,FALSE,m,2025-10-01,0.0893,85.18,,,0.018,IX,no,FALSE,TRUE,1194,,,,,,
income_tax_1769_IX_m_01102025_no_moh,married_one_holder_pt,FALSE,m,2025-10-01,0.1327,137,,,0.055,IX,no,FALSE,TRUE,1769,,,,,,
income_tax_2129_IX_m_01102025_no_moh,married_one_holder_pt,FALSE,m,2025-10-01,0.1792,219.26,,,0.076,IX,no,FALSE,TRUE,2129,,,,,,
income_tax_2925_IX_m_01102025_no_moh,married_one_holder_pt,FALSE,m,2025-10-01,0.203,269.94,,,0.111,IX,no,FALSE,TRUE,2925,,,,,,
income_tax_3837_IX_m_01102025_no_moh,married_one_holder_pt,FALSE,m,2025-10-01,0.254,419.12,,,0.145,IX,no,FALSE,TRUE,3837,,,,,,
income_tax_4061_IX_m_01102025_no_moh,married_one_holder_pt,FALSE,m,2025-10-01,0.3186,667,,,0.154,IX,no,FALSE,TRUE,4061,,,,,,
income_tax_4525_IX_m_01102025_no_moh,married_one_holder_pt,FALSE,m,2025-10-01,0.3745,894.01,,,0.177,IX,no,FALSE,TRUE,4525,,,,,,
income_tax_18948_IX_m_01102025_no_moh,married_one_holder_pt,FALSE,m,2025-10-01,0.4243,1119.36,,,0.365,IX,no,FALSE,TRUE,18948,,,,,,
income_tax_999999999_IX_m_01102025_no_moh,married_one_holder_pt,FALSE,m,2025-10-01,0.5151,2839.84,,,,IX,no,FALSE,TRUE,999999999,,,,,,
income_tax_2154_X_m_01102025_no_nm_mth,"not_married_pt,married_two_holders_pt",TRUE,m,2025-10-01,0,0,,0,0,X,no,TRUE,TRUE,2154,,,,,,
income_tax_2316_X_m_01102025_no_nm_mth,"not_married_pt,married_two_holders_pt",TRUE,m,2025-10-01,0.2251,484.87,,18.19,0.016,X,no,TRUE,TRUE,2316,,,,,,
income_tax_3111_X_m_01102025_no_nm_mth,"not_married_pt,married_two_holders_pt",TRUE,m,2025-10-01,0.2548,553.66,,18.19,0.077,X,no,TRUE,TRUE,3111,,,,,,
income_tax_4024_X_m_01102025_no_nm_mth,"not_married_pt,married_two_holders_pt",TRUE,m,2025-10-01,0.343,828.06,,18.19,0.137,X,no,TRUE,TRUE,4024,,,,,,
income_tax_5369_X_m_01102025_no_nm_mth,"not_married_pt,married_two_holders_pt",TRUE,m,2025-10-01,0.4059,1081.17,,18.19,0.205,X,no,TRUE,TRUE,5369,,,,,,
income_tax_5833_X_m_01102025_no_nm_mth,"not_married_pt,married_two_holders_pt",TRUE,m,2025-10-01,0.435,1237.41,,18.19,0.223,X,no,TRUE,TRUE,5833,,,,,,
income_tax_19134_X_m_01102025_no_nm_mth,"not_married_pt,married_two_holders_pt",TRUE,m,2025-10-01,0.4897,1556.48,,18.19,0.408,X,no,TRUE,TRUE,19134,,,,,,
income_tax_999999999_X_m_01102025_no_nm_mth,"not_married_pt,married_two_holders_pt",TRUE,m,2025-10-01,0.5151,2042.49,,18.19,,X,no,TRUE,TRUE,999999999,,,,,,
income_tax_2861_XI_m_01102025_no_moh,married_one_holder_pt,TRUE,m,2025-10-01,0,0,,0,0,XI,no,TRUE,TRUE,2861,,,,,,
income_tax_3769_XI_m_01102025_no_moh,married_one_holder_pt,TRUE,m,2025-10-01,0.1196,342.18,,36.38,0.029,XI,no,TRUE,TRUE,3769,,,,,,
income_tax_4323_XI_m_01102025_no_moh,married_one_holder_pt,TRUE,m,2025-10-01,0.2386,790.7,,36.38,0.056,XI,no,TRUE,TRUE,4323,,,,,,
income_tax_5743_XI_m_01102025_no_moh,married_one_holder_pt,TRUE,m,2025-10-01,0.275,948.06,,36.38,0.11,XI,no,TRUE,TRUE,5743,,,,,,
income_tax_5833_XI_m_01102025_no_moh,married_one_holder_pt,TRUE,m,2025-10-01,0.3491,1373.62,,36.38,0.114,XI,no,TRUE,TRUE,5833,,,,,,
income_tax_18820_XI_m_01102025_no_moh,married_one_holder_pt,TRUE,m,2025-10-01,0.4546,1989.01,,36.38,0.349,XI,no,TRUE,TRUE,18820,,,,,,
income_tax_999999999_XI_m_01102025_no_moh,married_one_holder_pt,TRUE,m,2025-10-01,0.5151,3127.62,,36.38,,XI,no,TRUE,TRUE,999999999,,,,,,
income_tax_920_I_c_01012026_with_mth,married_two_holders_pt,FALSE,c,2026-01-01,0,0,0,,0,I,with_one_or_more,FALSE,FALSE,920,,,,,,
income_tax_1042_I_c_01012026_with_mth,married_two_holders_pt,FALSE,c,2026-01-01,0.125,0.125 * 2.6 * (1273.85 - R),21.43,,0.053,I,with_one_or_more,FALSE,FALSE,1042,,,,,,
income_tax_1108_I_c_01012026_with_mth,married_two_holders_pt,FALSE,c,2026-01-01,0.157,0.1570 * 1.35 * (1554.83 - R),21.43,,0.072,I,with_one_or_more,FALSE,FALSE,1108,,,,,,
income_tax_1154_I_c_01012026_with_mth,married_two_holders_pt,FALSE,c,2026-01-01,0.157,94.71,21.43,,0.075,I,with_one_or_more,FALSE,FALSE,1154,,,,,,
income_tax_1212_I_c_01012026_with_mth,married_two_holders_pt,FALSE,c,2026-01-01,0.212,158.18,21.43,,0.081,I,with_one_or_more,FALSE,FALSE,1212,,,,,,
income_tax_1819_I_c_01012026_with_mth,married_two_holders_pt,FALSE,c,2026-01-01,0.241,193.33,21.43,,0.135,I,with_one_or_more,FALSE,FALSE,1819,,,,,,
income_tax_2119_I_c_01012026_with_mth,married_two_holders_pt,FALSE,c,2026-01-01,0.311,320.66,21.43,,0.16,I,with_one_or_more,FALSE,FALSE,2119,,,,,,
income_tax_2499_I_c_01012026_with_mth,married_two_holders_pt,FALSE,c,2026-01-01,0.349,401.19,21.43,,0.188,I,with_one_or_more,FALSE,FALSE,2499,,,,,,
